,Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,mean,Total SqKm,Change,Change_Pct
53,Djibouti,DJI,Forest area (sq. km),AG.LND.FRST.K2,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.999999046325705,55.99999904632569,23180.0,0.0,0.0
54,Dominica,DMA,Forest area (sq. km),AG.LND.FRST.K2,500.0,497.299995422363,494.700012207031,492.000007629395,489.300003051758,486.59999847412104,484.000015258789,481.30001068115195,478.600006103516,475.999984741211,473.30001831054705,470.60001373290993,467.900009155273,465.299987792969,462.59998321533203,459.90001678466797,457.200012207031,454.599990844727,451.89998626709007,449.300003051758,446.59999847412104,443.899993896484,441.30001068115195,438.600006103516,435.999984741211,433.30001831054705,430.60001373291,465.285188180429,750.0,69.39998626709001,0.14915580385975663
55,Denmark,DNK,Forest area (sq. km),AG.LND.FRST.K2,5432.00012207031,5474.29992675781,5516.59973144531,5558.90014648438,5601.19995117188,5643.49975585938,5685.80017089844,5728.09997558594,5770.39978027344,5812.7001953125,5855.0,5799.40002441406,5743.80004882813,5688.20007324219,5632.60009765625,5577.00012207031,5635.80017089844,5694.60021972656,5753.40026855469,5812.19970703125,5870.99975585938,5921.19995117188,5971.40014648438,6021.59973144531,6071.79992675781,6122.00012207031,6172.19970703125,5761.729623300058,41990.0,-740.1995849609402,-0.12846829569503254
56,Dominican Republic,DOM,Forest area (sq. km),AG.LND.FRST.K2,11050.0,11430.999755859399,11811.9995117188,12193.0004882813,12574.000244140601,12955.0,13335.999755859399,13716.9995117188,14098.0004882813,14479.000244140601,14860.0,15191.9995117188,15524.000244140601,15855.999755859399,16188.0004882813,16520.0,16850.0,17180.0,17510.0,17840.0,18170.0,18501.999511718797,18834.0002441406,19165.9997558594,19498.000488281297,19830.0,20161.999511718797,15752.851833767378,48310.0,-9111.999511718797,-0.5784349150156143
57,Algeria,DZA,Forest area (sq. km),AG.LND.FRST.K2,16670.0,16581.999511718797,16494.0002441406,16405.9997558594,16318.0004882813,16230.0,16141.9995117188,16054.000244140601,15965.999755859399,15878.0004882813,15790.0,15704.000244140601,15618.0004882813,15531.9995117188,15445.999755859399,15360.0,16124.000244140601,16888.000488281297,17651.999511718797,18415.9997558594,19180.0,19255.9997558594,19331.999511718797,19408.000488281297,19484.0002441406,19560.0,19635.9997558594,17078.740731698515,2381740.0,-2965.9997558594005,-0.1736661854907394
58,East Asia & Pacific (excluding high income),EAP,Forest area (sq. km),AG.LND.FRST.K2,4570859.34164047,4567552.02851295,4564252.56087303,4560953.04091454,4557653.53014946,4554353.96077156,4551054.46949959,4547754.80248451,4544455.27276039,4541155.8717823,4537856.30236626,4560126.12242699,4582395.89850426,4604665.77582359,4626935.56170464,4649205.37198067,4661403.55858803,4673601.45485878,4685799.53721046,4697997.77022362,4710195.87637901,4715669.39513206,4721142.74550438,4726616.25502586,4732089.64978218,4737563.06845665,4743036.48718834,4626901.692983133,15913500.0,-172177.14554787055,-0.03721219013772943
59,Early-demographic dividend,EAR,Forest area (sq. km),AG.LND.FRST.K2,7967278.39559764,7920009.13734421,7873082.4216795,7972899.47766542,7924394.56688672,7875889.59593326,7827384.75301802,7778879.84973729,7730374.74860519,7681869.97485042,7633365.10357499,7610903.09383512,7588441.19480997,7565979.32806402,7543517.40710437,7521055.51569641,7493307.21443623,7465558.95873994,7437810.66442251,7410062.49287844,7382314.40632582,7357652.56617129,7332990.825558299,7308329.38594639,7283667.65517533,7259005.80388188,7234343.96609187,7591865.50014928,33107751.999053996,732934.4295057701,0.09654207249738003
60,East Asia & Pacific,EAS,Forest area (sq. km),AG.LND.FRST.K2,6280252.84164429,6277601.91866875,6274961.25584602,6272320.54593086,6269679.83998299,6267039.06077385,6264398.25964928,6261757.49747276,6259116.67777061,6256476.08160973,6253835.30236244,6273878.92724037,6293922.48860359,6313966.18571281,6334009.75687981,6354053.27197075,6357353.84600639,6360654.05869484,6363954.53335762,6367255.08278847,6370555.57637215,6379017.40000725,6387479.155263901,6395941.04525566,6404402.74489403,6412864.56845284,6421326.39206886,6323262.0116770705,24396748.4039211,-141073.55042457022,-0.022310249071452657
61,Europe & Central Asia (excluding high income),ECA,Forest area (sq. km),AG.LND.FRST.K2,8684327.99987793,8685882.49633789,8687968.65600586,8689787.09411621,8691604.93530273,8693423.37402344,8695241.81518555,8697060.28198242,8698878.09326172,8700696.55944824,8702515.00061035,8703876.91833496,8705238.8482666,8706600.15258789,8707962.08251953,8709324.00024414,8724495.44036865,8739666.90887451,8754838.34014893,8770009.80926514,8785181.2487793,8787203.02978516,8789225.41473389,8791247.83172607,8793269.59350586,8795291.99829102,8797314.40551758,8729190.086263021,22622175.0078125,-112986.4056396503,-0.012943515323083077
62,Europe & Central Asia,ECS,Forest area (sq. km),AG.LND.FRST.K2,10199847.6023541,10207941.4935265,10217086.8464719,10225725.7112466,10234349.736696301,10242974.5708619,10251599.2103063,10260224.0688907,10268848.1076156,10277472.9515468,10286097.595111,10290881.7237578,10295665.735808501,10300449.1584121,10305233.2895003,10310017.3992263,10329829.8273192,10349642.2129546,10369454.8473464,10389267.212229801,10409079.5408355,10414000.7323562,10418922.6218139,10423844.427500801,10428765.6944381,10433687.4902068,10438609.3073379,10317759.967247108,27440113.5884323,-238761.70498380065,-0.023140847019288133
63,Ecuador,ECU,Forest area (sq. km),AG.LND.FRST.K2,146308.49609375,145406.50390625,144504.599609375,143602.6953125,142700.703125,141798.798828125,140896.904296875,139995.0,139092.998046875,138191.103515625,137289.19921875,136501.796875,135714.404296875,134927.099609375,134139.697265625,133352.40234375,132565.0,131777.59765625,130990.302734375,130202.900390625,129415.595703125,128628.203125,127840.80078125,127053.49609375,126266.103515625,125478.798828125,124691.50390625,135160.47055844907,248360.0,21616.9921875,0.15993575709069394
64,"Egypt, Arab Rep.",EGY,Forest area (sq. km),AG.LND.FRST.K2,440.0,455.0,470.0,485.0,500.0,515.0,530.0,545.0,560.0,575.0,590.0,605.999984741211,622.000007629395,637.999992370605,654.000015258789,670.0,675.999984741211,681.999969482422,688.000030517578,694.0000152587891,700.0,705.9999847412109,711.999969482422,718.000030517578,724.0000152587891,730.0,735.9999847412109,615.5925920274523,995450.0,-295.99998474121094,-0.48083747038984975
65,Euro area,EMU,Forest area (sq. km),AG.LND.FRST.K2,916809.502349794,922699.50189203,929039.293914735,935151.3147887591,941265.09728998,947379.097076356,953492.899108827,959606.8891295791,965720.712371767,971834.6877440809,977948.494506776,980692.907348573,983437.1877440809,986181.505523622,988925.904937685,991670.298858583,995960.087982118,1000249.80874628,1004539.80203241,1008829.50204462,1013119.1922911999,1015445.39895624,1017771.70327753,1020097.89971918,1022424.20465082,1024750.39178461,1027076.59844965,981559.9957229585,2678923.57177734,-110267.09609985596,-0.11233862074690586
66,Eritrea,ERI,Forest area (sq. km),AG.LND.FRST.K2,16210.0,16589.6,16210.0,16075.0,16030.0,15985.0,15940.0,15895.0,15850.0,15805.0,15760.0,15715.999755859399,15671.9995117188,15628.0004882813,15584.000244140601,15540.0,15495.999755859399,15451.9995117188,15408.0004882813,15364.000244140601,15320.0,15275.999755859399,15231.9995117188,15188.0004882813,15144.000244140601,15100.0,15055.999755859399,15649.096287254066,101000.0,1154.0002441406014,0.0737422930345515
67,Spain,ESP,Forest area (sq. km),AG.LND.FRST.K2,138094.90234375,141262.40234375,144429.8046875,147597.3046875,150764.697265625,153932.197265625,157099.599609375,160267.099609375,163434.501953125,166601.9921875,169769.39453125,170379.70703125,170990.0,171600.29296875,172210.60546875,172820.8984375,174751.09375,176681.30859375,178611.6015625,180541.796875,182471.9921875,182813.30078125,183154.70703125,183495.99609375,183837.40234375,184178.69140625,184520.0,168381.97374131944,499563.984375,-46425.09765625,-0.2757129912705002
68,Estonia,EST,Forest area (sq. km),AG.LND.FRST.K2,22060.0,22060.0,22133.9990234375,22171.0009765625,22208.000488281297,22245.0,22281.999511718797,22318.9990234375,22356.0009765625,22393.000488281297,22430.0,22448.000488281297,22466.0009765625,22483.9990234375,22501.999511718797,22520.0,22483.9990234375,22448.000488281297,22411.999511718797,22376.0009765625,22340.0,22336.0009765625,22331.999511718797,22328.000488281297,22323.9990234375,22320.0,22316.0009765625,22336.814869068305,43470.0,-256.0009765625,-0.011460943651236793
69,European Union,EUU,Forest area (sq. km),AG.LND.FRST.K2,1479241.50247186,1485786.80108637,1492851.88973993,1499678.21786493,1506490.29748529,1513302.59683222,1520114.69903559,1526926.98617548,1533739.11508173,1540551.38818353,1547363.49450678,1551368.30712885,1555372.99096674,1559377.70242304,1563382.50527948,1567387.29898065,1572379.88473505,1577372.40457147,1582365.2066955,1587357.70516962,1592350.19204706,1596042.60354608,1599735.10537714,1603427.4974975002,1607119.99993891,1610812.39190668,1614504.80279535,1555051.9847230678,4238693.57177734,-135263.30032349005,-0.08698313731780387
70,Fragile and conflict affected situations,FCS,Forest area (sq. km),AG.LND.FRST.K2,3930998.29999447,3915491.34215794,3899233.16004276,3883219.33992863,3867295.65783024,3851371.90001011,3835448.14215183,3819524.46020603,3803600.63978672,3787677.05755711,3771753.30000401,3757178.64714146,3742604.19621944,3728029.60376263,3713455.15287876,3698880.50001621,3683455.52141666,3668030.74575901,3652605.65435886,3637180.85909367,3621755.89991093,3874710.92951298,3855275.79779148,3835840.79435825,3816405.76281071,3796970.69452763,3777535.62632084,3786130.72909442,12933506.0078735,153462.67367363023,0.04053285125480492
71,Finland,FIN,Forest area (sq. km),AG.LND.FRST.K2,218750.0,219320.0,219890.0,220460.0,221030.0,221600.0,222170.0,222740.0,223310.0,223880.0,224450.0,223845.99609375,223241.9921875,222638.0078125,222034.00390625,221430.0,221580.0,221730.0,221880.0,222030.0,222180.0,222180.0,222180.0,222180.0,222180.0,222180.0,222180.0,221972.96296296295,303910.0,-3430.0,-0.015452332366137352
72,Fiji,FJI,Forest area (sq. km),AG.LND.FRST.K2,9529.00024414063,9556.50024414063,9584.099731445309,9611.599731445309,9639.199829101559,9666.699829101559,9694.199829101559,9721.799926757809,9749.299926757809,9776.900024414059,9804.400024414059,9837.999877929691,9871.699829101559,9905.30029296875,9939.00024414063,9972.60009765625,9963.90014648438,9955.10009765625,9946.40014648438,9937.7001953125,9929.00024414063,9977.60009765625,10026.199951171899,10074.7998046875,10123.4002685547,10172.0001220703,10220.5999755859,9858.777804904514,18270.0,-691.5997314452688,-0.07015065610883471
73,France,FRA,Forest area (sq. km),AG.LND.FRST.K2,144360.0,145212.998046875,146065.99609375,146919.00390625,147772.001953125,148625.0,149477.998046875,150330.99609375,151184.00390625,152037.001953125,152890.0,154034.00390625,155177.998046875,156322.001953125,157465.99609375,158610.0,159735.99609375,160862.001953125,161987.998046875,163114.00390625,164240.0,165370.0,166500.0,167630.0,168760.0,169890.0,171020.0,156873.88888888888,547556.9921875,-26660.0,-0.16994542679363822
74,Faroe Islands,FRO,Forest area (sq. km),AG.LND.FRST.K2,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.799999982118607,0.7999999821186067,1396.00006103516,0.0,0.0
75,"Micronesia, Fed. Sts.",FSM,Forest area (sq. km),AG.LND.FRST.K2,640.0,636.100006103516,636.399993896484,636.699981689453,636.8999862670901,637.200012207031,637.5,637.7000045776371,637.999992370605,638.300018310547,638.600006103516,638.800010681152,639.099998474121,639.3999862670901,639.700012207031,639.900016784668,640.199966430664,640.500030517578,640.6999969482421,640.999984741211,641.29997253418,641.600036621094,641.8000030517579,642.099990844727,642.399978637695,642.699966430664,643.000030517578,639.5407401190864,700.0,-3.0000305175780113,-0.004690913853305713
76,Gabon,GAB,Forest area (sq. km),AG.LND.FRST.K2,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,222000.0,224000.0,226000.0,228000.0,230000.0,232000.0,221555.55555555556,257670.0,-12000.0,-0.05416248746238716
77,United Kingdom,GBR,Forest area (sq. km),AG.LND.FRST.K2,27780.0,27956.0009765625,28131.999511718797,28308.000488281297,28483.9990234375,28660.0,28836.0009765625,29011.999511718797,29188.000488281297,29363.9990234375,29540.0,29673.9990234375,29808.000488281297,29941.999511718797,30076.0009765625,30210.0,30286.0009765625,30361.999511718797,30438.000488281297,30513.9990234375,30590.0,30760.0,30930.0,31100.0,31270.0,31440.0,31610.0,29787.777777777792,241930.0,-3830.0,-0.12857622440225291
78,Georgia,GEO,Forest area (sq. km),AG.LND.FRST.K2,27520.0,27520.0,27539.599609375,27547.900390625,27556.201171875,27564.499511718797,27572.800292968797,27581.101074218797,27589.3994140625,27597.7001953125,27606.0009765625,27629.7998046875,27653.601074218797,27677.399902343797,27701.201171875,27725.0,27824.7998046875,27924.599609375,28024.3994140625,28124.19921875,28223.9990234375,28223.9990234375,28223.9990234375,28223.9990234375,28223.9990234375,28223.9990234375,28223.9990234375,27816.59984447339,69490.0,-703.9990234375,-0.025308593694903757
79,Ghana,GHA,Forest area (sq. km),AG.LND.FRST.K2,86270.0,86552.001953125,86834.00390625,87115.99609375,87397.998046875,87680.0,87962.001953125,88244.00390625,88525.99609375,88807.998046875,89090.0,89377.998046875,89665.99609375,89954.00390625,90242.001953125,90530.0,90814.00390625,91097.998046875,91382.001953125,91665.99609375,91950.0,92234.00390625,92517.998046875,92802.001953125,93085.99609375,93370.0,93654.00390625,89956.44458912036,227540.0,-7384.00390625,-0.0820842124205412
80,Gibraltar,GIB,Forest area (sq. km),AG.LND.FRST.K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,
81,Guinea,GIN,Forest area (sq. km),AG.LND.FRST.K2,72640.0,72280.0,71920.0,71560.0,71200.0,70840.0,70480.0,70120.0,69760.0,69400.0,69040.0,68680.0,68320.0,67960.0,67600.0,67240.0,66880.0,66520.0,66160.0,65800.0,65440.0,65080.0,64720.0,64360.0,64000.0,63640.0,63280.0,67960.0,245720.0,9360.0,0.13772807533843437
82,"Gambia, The",GMB,Forest area (sq. km),AG.LND.FRST.K2,4420.0,4438.99993896484,4457.99987792969,4477.00012207031,4496.00006103516,4515.0,4533.99993896484,4552.99987792969,4572.00012207031,4591.00006103516,4610.0,4630.0,4650.0,4670.0,4690.0,4710.0,4727.99987792969,4746.00006103516,4763.99993896484,4782.00012207031,4800.0,4816.00006103516,4832.00012207031,4847.99987792969,4863.99993896484,4880.0,4896.00006103516,4665.592594853154,10120.0,-476.0000610351599,-0.10202349462751187
83,Guinea-Bissau,GNB,Forest area (sq. km),AG.LND.FRST.K2,22160.0,22063.9990234375,21968.000488281297,21871.999511718797,21776.0009765625,21680.0,21583.9990234375,21488.000488281297,21391.999511718797,21296.0009765625,21200.0,21103.9990234375,21008.000488281297,20911.999511718797,20816.0009765625,20720.0,20620.0,20520.0,20420.0,20320.0,20220.0,20120.0,20020.0,19920.0,19820.0,19720.0,19620.0,20902.22222222223,28120.0,2540.0,0.12151817988517963
84,Equatorial Guinea,GNQ,Forest area (sq. km),AG.LND.FRST.K2,18600.0,18483.000488281297,18365.9997558594,18249.0002441406,18131.999511718797,18015.0,17898.000488281297,17780.9997558594,17664.0002441406,17546.999511718797,17430.0,17314.0002441406,17198.000488281297,17081.999511718797,16965.9997558594,16850.0,16731.999511718797,16614.0002441406,16495.9997558594,16378.0004882813,16260.0,16144.000244140601,16028.0004882813,15911.9995117188,15795.999755859399,15680.0,15564.000244140601,17080.70371274597,28050.0,3035.9997558593986,0.17774441890200773
85,Greece,GRC,Forest area (sq. km),AG.LND.FRST.K2,32990.0,33291.9995117188,33593.9990234375,33896.0009765625,34198.0004882813,34500.0,34801.9995117188,35103.9990234375,35406.0009765625,35708.0004882813,36010.0,36311.9995117188,36613.9990234375,36916.0009765625,37218.0004882813,37520.0,37821.9995117188,38123.9990234375,38426.0009765625,38728.0004882813,39030.0,39331.9995117188,39633.9990234375,39936.0009765625,40238.0004882813,40540.0,40841.9995117188,36915.99998191552,128900.0,-7851.999511718801,-0.21269908753833983
86,Grenada,GRD,Forest area (sq. km),AG.LND.FRST.K2,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,340.0,0.0,0.0
87,Greenland,GRL,Forest area (sq. km),AG.LND.FRST.K2,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790697,2.1999999880790706,410450.0,0.0,0.0
88,Guatemala,GTM,Forest area (sq. km),AG.LND.FRST.K2,47480.0,46940.0,46400.0,45860.0,45320.0,44780.0,44240.0,43700.0,43160.0,42620.0,42080.0,41540.0,41000.0,40460.0,39920.0,39380.0,38948.0004882813,38516.0009765625,38083.9990234375,37651.9995117188,37220.0,36856.0009765625,36491.9995117188,36128.0004882813,35763.9990234375,35400.0,35036.0009765625,40776.88892505787,107160.0,12443.9990234375,0.3051728405839838
89,Guam,GUM,Forest area (sq. km),AG.LND.FRST.K2,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,540.0,0.0,0.0
90,Guyana,GUY,Forest area (sq. km),AG.LND.FRST.K2,166600.0,166561.9921875,166524.00390625,166485.99609375,166448.0078125,166410.0,166371.9921875,166334.00390625,166295.99609375,166258.0078125,166220.0,166180.0,166140.0,166100.0,166060.0,166020.0,165968.0078125,165915.99609375,165864.00390625,165811.9921875,165760.0,165660.0,165560.0,165460.0,165360.0,165260.0,165160.0,166029.25925925927,196850.0,1440.0,0.00867317005704037
91,High income,HIC,Forest area (sq. km),AG.LND.FRST.K2,9968629.10232618,9977649.885390699,9987192.88623676,9996497.12114438,10005787.1136178,10015077.1966566,10024367.0828645,10033657.2828786,10042947.317940699,10052237.5038813,10061527.4940227,10065287.806150801,10069047.780056098,10072808.0135848,10076568.106217802,10080328.2994084,10084115.383380199,10087902.5392015,10091690.0716101,10095477.2060929,10099264.292389,10110588.3789961,10121912.5402944,10133236.1631863,10144560.2251093,10155884.3920539,10167198.5780524,10067460.73195349,35145443.4158224,-198569.4757262189,-0.01972388877524715
92,Honduras,HND,Forest area (sq. km),AG.LND.FRST.K2,81360.0,79616.0009765625,77872.001953125,76127.998046875,74383.9990234375,72640.0,70896.0009765625,69152.001953125,67407.998046875,65663.9990234375,63920.0,62720.0,61520.0,60320.0,59120.0,57920.0,56720.0,55520.0,54320.0,53120.0,51920.0,50720.0,49520.0,48320.0,47120.0,45920.0,44720.0,61428.148148148146,111890.0,36640.0,0.596469226316805
93,Heavily indebted poor countries (HIPC),HPC,Forest area (sq. km),AG.LND.FRST.K2,5838020.0,5812617.52610168,5786456.05876923,5907451.93927765,5880216.07780457,5852980.0,5825743.92219543,5798508.06087494,5771271.93912506,5744036.07505798,5716800.0,5691231.93717957,5665664.01554108,5640095.98445892,5614528.06282043,5588960.0,5559677.15122223,5530394.43660736,5501111.56341553,5471828.84880066,5442545.99998474,5618622.93365479,5593879.82593536,5569136.66622162,5544393.55865479,5519650.39451599,5494907.2303772,5665952.9706887705,17378791.000060998,343112.76962279994,0.06055693921177925
94,Croatia,HRV,Forest area (sq. km),AG.LND.FRST.K2,18500.0,18500.0,18570.0,18605.0,18640.0,18675.0,18710.0,18745.0,18780.0,18815.0,18850.0,18885.9997558594,18921.999511718797,18958.000488281297,18994.0002441406,19030.0,19064.0002441406,19098.000488281297,19131.999511718797,19165.9997558594,19200.0,19204.0002441406,19208.000488281297,19211.999511718797,19215.9997558594,19220.0,19224.0002441406,18930.518527560776,55960.0,-724.0002441405995,-0.03824513539270115
95,Haiti,HTI,Forest area (sq. km),AG.LND.FRST.K2,1160.0,1153.0000305175802,1145.99998474121,1139.00001525879,1131.9999694824198,1125.0,1118.0000305175802,1110.99998474121,1104.00001525879,1096.9999694824198,1090.0,1081.9999694824198,1074.00001525879,1065.99998474121,1058.0000305175802,1050.0,1041.9999694824198,1034.00001525879,1025.99998474121,1018.0000305175801,1010.0,1001.9999694824199,994.0000152587891,985.9999847412109,978.000030517578,970.0,961.999969482422,1063.9629618326821,27560.0,198.000030517578,0.18609673233034527
96,Hungary,HUN,Forest area (sq. km),AG.LND.FRST.K2,18010.0,18125.9997558594,18241.999511718797,18358.000488281297,18474.0002441406,18590.0,18705.9997558594,18821.999511718797,18938.000488281297,19054.0002441406,19170.0,19301.999511718797,19434.0002441406,19565.9997558594,19698.000488281297,19830.0,19955.9997558594,20081.999511718797,20208.000488281297,20334.0002441406,20460.0,20506.0009765625,20551.999511718797,20598.000488281297,20643.9990234375,20690.0,20736.0009765625,19521.7037398727,90530.0,-2726.0009765625,-0.13963950139222203
97,IBRD only,IBD,Forest area (sq. km),AG.LND.FRST.K2,23952980.0293446,23916488.1118774,23880201.1341286,23843810.713930104,23807420.4758835,23771029.933109302,23734639.6578312,23698250.035667397,23661858.822584197,23625468.8434315,23589078.8155746,23577765.278940197,23566451.7412758,23555137.8393078,23543824.292488102,23532510.8645344,23529221.853303898,23525932.391901,23522643.6377048,23519354.3338108,23516065.4216099,23510874.6197224,23505684.3845844,23500494.5876026,23495303.5834217,23490113.4549046,23484923.373880398,23624352.897494633,69378808.046875,468056.65546420217,0.019812464599351615
98,IDA & IBRD total,IBT,Forest area (sq. km),AG.LND.FRST.K2,30984008.0330896,30907293.027186,30830427.912526097,30900416.4298391,30822173.568711303,30743930.025944702,30665686.7725325,30587444.525075,30509200.128188103,30430957.74055,30352714.7178125,30306589.3189192,30260464.347558003,30214338.8466787,30168213.8631296,30122088.5728979,30087677.786555298,30053266.659159698,30018855.986704804,29984445.200495698,29950034.529585805,30182078.840479903,30141733.791155796,30101389.0788031,30061043.266139,30020698.0474806,29980352.881255202,30347686.070313077,93340340.0459595,1003655.1518343985,0.03307188394887876
99,IDA total,IDA,Forest area (sq. km),AG.LND.FRST.K2,7031028.00374508,6990804.91530857,6950226.77839756,7056605.715909,7014753.0928278,6972900.09283543,6931047.11470127,6889194.48940754,6847341.30560398,6805488.89711857,6763635.90223789,6728824.03997898,6694012.60628223,6659201.00737095,6624389.57064152,6589577.70836353,6558455.93325138,6527334.26725864,6496212.34899998,6465090.86668491,6433969.10797596,6671204.22075748,6636049.40657139,6600894.49120045,6565739.68271732,6530584.59257603,6495429.50737476,6723333.172818452,23961531.9990845,535598.4963703202,0.07966264390045018
100,IDA blend,IDB,Forest area (sq. km),AG.LND.FRST.K2,1453084.40023422,1440860.90890884,1428981.71365738,1416930.18585205,1404878.90138626,1392827.39980698,1380776.00069046,1368724.71385956,1356673.18601608,1344621.99918747,1332570.50001144,1322705.79816818,1312841.1857605,1302976.61436081,1293112.00193405,1283247.30007172,1276821.69267654,1270396.11200333,1263970.49016953,1257545.00963211,1251119.40216064,1240358.28737259,1229597.374897,1218836.32389069,1208075.31694412,1197314.19721603,1186553.07991028,1312459.2628436612,5955820.0,266531.32032394013,0.20307778524603934
101,Indonesia,IDN,Forest area (sq. km),AG.LND.FRST.K2,1185450.0,1166313.984375,1147177.96875,1128042.03125,1108906.015625,1089770.0,1070633.984375,1051497.96875,1032362.03125,1013226.015625,994090.0,990986.015625,987882.03125,984777.96875,981673.984375,978570.0,971720.0,964870.0,958020.0,951170.0,944320.0,937476.015625,930632.03125,923787.96875,916943.984375,910100.0,903256.015625,1008283.5561342592,1811570.0,282193.984375,0.27987561897461327
102,IDA only,IDX,Forest area (sq. km),AG.LND.FRST.K2,5577943.60351086,5549944.00639973,5521245.06474018,5639675.53005695,5609874.19144154,5580072.69302845,5550271.11401081,5520469.77554798,5490668.1195879,5460866.8979311,5431065.40222645,5406118.2418108005,5381171.42052174,5356224.39301014,5331277.56870747,5306330.40829182,5281634.24057484,5256938.15525532,5232241.85883045,5207545.8570528,5182849.70581532,5430845.933384901,5406452.03167439,5382058.16730976,5357664.3657732,5333270.39535999,5308876.42746449,5410873.90997479,18005711.9990845,269067.1760463705,0.04972711996676783
103,Isle of Man,IMN,Forest area (sq. km),AG.LND.FRST.K2,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.60000038146972,570.0,0.0,0.0
104,India,IND,Forest area (sq. km),AG.LND.FRST.K2,639390.0,640841.015625,642291.9921875,643743.0078125,645193.984375,646645.0,648096.015625,649546.9921875,650998.0078125,652448.984375,653900.0,658537.96875,663176.015625,667813.984375,672452.03125,677090.0,681252.03125,685413.984375,689576.015625,693737.96875,697900.0,699683.984375,701467.96875,703252.03125,705036.015625,706820.0,708603.984375,671292.9253472222,2973190.0,-69213.984375,-0.10310548757712511
105,Ireland,IRL,Forest area (sq. km),AG.LND.FRST.K2,4650.0,4820.0,4989.89990234375,5159.89990234375,5329.7998046875,5499.7998046875,5669.69970703125,5839.69970703125,6009.60021972656,6179.60021972656,6349.50012207031,6469.29992675781,6589.00024414063,6708.80004882813,6828.59985351563,6948.40026855469,7010.0,7071.50024414063,7133.200073242191,7194.7998046875,7256.30004882813,7313.099975585941,7369.89990234375,7426.599731445309,7483.400268554691,7540.2001953125,7597.000122070309,6460.65185546875,68890.0,-2947.000122070309,-0.45614594130710834
106,"Iran, Islamic Rep.",IRN,Forest area (sq. km),AG.LND.FRST.K2,90760.595703125,91010.1953125,91259.8046875,91509.404296875,91759.00390625,92008.603515625,92258.203125,92507.802734375,92757.40234375,93007.001953125,93256.6015625,95989.19921875,98721.904296875,101454.501953125,104187.197265625,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,99832.78067129629,1628760.0,-16159.208984375,-0.16186275565718125
